73514
4096 4095
944 2604 5
2604 2585 6
2604 3832 10
3832 1723 1
1000 929 10
2063 11 15
2817 3923 15
194 486 15
154 2170 15
2170 1650 3
154 1446 15
374 2388 15
2388 2389 15
1281 3617 15
2966 918 15
918 662 5
918 198 12
918 1974 14
1411 3385 15
1611 1877 15
2632 2284 15
664 654 15
13 77 15
222 533 15
533 798 10
533 1224 12
2692 3669 15
2256 659 15
2626 3910 15
648 2990 15
624 3302 15
3302 1248 10
1248 726 9
3573 3409 15
2203 3059 15
3059 2791 3
2090 2360 15
2360 1720 3
1720 1193 2
1720 172 8
172 1457 14
2360 3095 14
257 1243 15
1243 1278 5
152 2225 15
3217 1284 15
1487 1986 15
328 1485 15
3104 3722 15
3078 3084 15
849 2627 15
3720 704 15
704 2162 12
2162 3442 7
3442 2355 8
2355 167 8
2355 3216 11
3216 3290 2
3216 332 10
167 171 13
3442 3942 13
301 2683 15
1416 458 15
458 1486 5
1608 1601 15
1601 1605 1
1601 1474 4
1033 1835 15
1835 1975 0
1975 836 12
2691 2563 15
2060 2648 15
1053 1891 15
2188 388 15
388 2469 6
75 1581 15
2011 365 15
2050 2846 15
3569 568 15
568 1226 7
3434 1556 15
3061 751 15
556 2248 15
2113 2240 15
2240 2768 8
2768 3298 11
2768 3713 14
3713 3745 4
3713 3740 10
3740 2898 1
2113 3662 15
2113 2265 15
2265 126 14
3196 2554 15
320 2881 15
274 3570 15
1706 1641 15
1641 3653 5
258 1087 15
1087 1085 0
1087 1325 3
1085 3093 7
128 3226 15
144 640 15
640 740 0
640 3648 8
640 2645 15
2645 1751 14
21 1749 15
960 901 15
1025 2593 15
2053 303 15
132 965 15
644 668 15
943 3747 15
303 3119 16
3119 1162 11
1162 1756 11
1162 1710 11
2052 2100 16
2100 86 5
840 1003 16
1003 2723 0
1003 884 9
1097 1217 16
2600 3881 16
3881 1937 4
1937 1796 0
1796 1828 4
1796 1300 11
1300 1047 0
3881 1960 13
1796 669 14
2130 2133 16
2133 657 8
657 535 15
535 597 1
535 135 1
535 3894 8
2464 1290 16
1603 722 16
722 459 3
459 1905 12
20 2150 16
2150 2218 9
2150 1273 11
698 686 16
686 2621 2
2944 2506 16
3288 232 16
232 1228 5
2356 1013 16
2326 3660 16
3660 350 0
3660 3810 11
2720 3817 16
1510 1972 16
116 888 16
888 958 5
958 2729 2
528 1595 16
121 3166 16
28 1078 16
3920 3776 16
1919 3677 16
720 3282 16
647 1165 16
831 1623 16
2774 2754 16
3178 2529 16
897 721 16
721 2014 2
2014 3485 15
1118 2008 16
1830 1831 16
1831 887 11
3128 3320 16
3320 2281 14
2281 237 8
2281 2249 12
3089 1123 16
1123 1107 2
3280 2303 16
156 527 16
537 3613 16
3613 3098 6
2090 367 16
367 1318 7
3212 2204 16
2204 1132 9
1132 1068 13
1068 108 1
1132 252 13
408 1464 16
90 2698 16
2698 3211 1
3211 783 8
2698 2734 8
3211 2279 14
546 3504 16
618 856 16
856 2826 1
2826 1942 1
856 2843 4
934 994 16
994 3904 1
994 913 5
2097 2111 16
2111 2078 10
2078 2349 2
605 713 16
713 1339 11
713 2681 14
2681 2297 14
2681 985 14
713 1096 15
1096 1256 15
1256 616 11
616 362 5
616 2733 7
2733 2221 4
901 497 16
497 4050 16
2496 1985 16
2720 4006 16
107 1379 16
1136 1696 16
1696 3877 7
3877 1959 5
1696 1849 12
1849 1073 10
1849 3347 14
3088 2416 16
2416 3353 14
504 243 16
1207 1059 16
1059 3619 1
3619 2595 14
288 264 16
3712 951 16
1921 1667 16
2142 3162 16
0 2123 16
387 2487 16
387 1240 16
1240 1292 9
1292 3551 5
1240 3621 14
3621 4069 2
1753 491 16
2058 2415 16
3204 2179 16
4 3614 16
1280 1546 16
1546 1668 2
1546 1794 4
1794 318 7
1794 1966 10
438 794 16
322 81 16
81 2771 15
3350 1648 16
1326 1958 16
2567 1472 17
1472 1409 4
1472 3461 12
3461 1172 16
398 903 17
3078 1804 17
2819 2458 17
2941 2918 17
2918 298 10
298 803 11
3360 3374 17
3374 3362 2
2390 1350 17
2976 4075 17
2341 2823 17
2083 2375 17
3685 1638 17
3048 2920 17
2054 2232 17
2232 4024 16
2054 2263 17
262 1571 17
681 489 17
1024 1229 17
1229 3663 1
1229 1768 5
1768 742 1
1768 3768 6
1229 2653 15
2653 525 15
525 2731 3
2731 818 4
818 791 1
818 830 15
1094 1607 17
1607 3819 3
312 874 17
3345 2323 17
3477 2488 17
759 1719 17
229 3176 17
3176 3144 3
532 1750 17
422 1418 17
1461 1941 17
490 2536 17
2114 1098 17
1888 545 17
3995 3591 17
864 2992 17
1251 1253 17
2433 2548 17
3077 193 17
2082 3399 17
3399 3279 16
3279 1167 8
1787 1521 17
1521 996 2
204 1230 17
918 796 17
2162 2146 17
2146 1614 15
2284 1254 17
2596 3349 17
3349 2325 10
1087 425 17
135 645 17
888 1892 17
1667 1802 17
3621 3977 17
2949 1021 17
1428 220 17
259 83 17
3409 983 17
928 955 17
3112 3874 17
660 790 17
2561 3969 17
3569 1513 17
2594 3012 17
3012 3013 7
3013 453 13
453 3427 0
2722 1443 17
58 1306 17
1306 3544 11
3544 1106 5
1106 1659 12
2074 3474 17
3474 1520 8
2053 85 17
960 837 17
837 1563 13
19 186 18
724 46 18
46 2343 5
46 1134 15
2437 2454 18
32 1580 18
108 98 18
98 363 16
363 867 14
867 3146 18
1508 462 18
2718 641 18
1088 201 18
323 1099 18
450 966 18
966 2406 1
966 359 14
102 356 18
1185 2153 18
2153 2173 0
2153 1302 0
2153 118 3
1302 1308 4
1302 1842 10
1842 409 3
409 920 10
118 1602 13
1842 650 14
650 715 7
137 238 18
146 340 18
216 2266 18
2584 729 18
2966 3009 18
690 3992 18
770 890 18
1413 1425 18
80 466 18
2689 2243 18
3269 3412 18
1624 1592 18
3730 4002 18
4002 3744 8
1544 1920 18
1920 2466 11
1920 1938 14
1576 1792 18
1792 1825 18
1825 876 5
2256 3223 18
2415 2379 18
2691 643 18
514 3338 18
2217 2213 18
2213 1045 4
2213 3749 8
3385 3512 18
2448 3330 18
120 411 18
3523 3311 18
3311 2175 12
3311 1470 15
2513 212 18
212 1012 8
1521 3424 18
3424 3552 3
3424 3834 6
1427 1691 18
810 894 18
2737 3912 18
3912 1147 16
1147 1629 1
1147 1121 18
2626 2370 18
2752 2706 18
3217 3121 18
2490 2954 18
3275 3805 18
2100 2352 18
2645 1724 18
2146 3431 18
3431 3383 2
3383 1271 5
1271 1046 2
2698 1729 18
2826 2833 18
1935 206 18
0 344 18
344 3414 11
3650 3878 18
1681 2643 18
2722 2696 18
2696 716 0
290 3186 18
1356 3145 18
3145 1375 1
3145 3914 16
3914 4018 11
2450 2362 18
2362 2099 6
57 2873 18
3271 3715 19
19 3463 19
3463 2535 17
416 178 19
3241 3373 19
124 1496 19
906 539 19
634 251 19
634 728 19
2712 2761 19
1136 3986 19
868 101 19
101 1740 11
1793 1827 19
2736 4017 19
517 782 19
782 959 17
130 1698 19
1536 1598 19
1598 1843 16
814 1447 19
2577 3675 19
2820 2877 19
146 661 19
661 1945 0
3099 2571 19
2571 577 0
2571 3459 7
49 483 19
483 2474 18
2474 1599 17
2580 2136 19
2589 667 19
2994 2991 19
771 1285 19
1285 1509 0
1285 1222 1
160 680 19
160 1616 19
1153 3109 19
3109 349 5
201 3513 19
3283 50 19
50 3430 1
3430 3398 16
3654 2055 19
2055 3085 8
1627 1947 19
65 407 19
1436 3422 19
2198 1310 19
3831 2835 19
2374 963 19
1568 1701 19
3208 1161 19
1163 2328 19
2848 2340 19
515 627 19
1794 1800 19
3860 3356 19
1316 3518 19
1692 27 19
999 1902 19
173 2261 19
971 3968 19
3968 3851 0
3851 1640 7
1640 3864 4
1640 1609 10
1609 1103 8
1103 3599 1
546 551 19
551 337 10
337 2789 17
1008 1016 19
2091 3490 19
3490 1186 2
2706 3027 19
340 2384 19
1306 3879 19
303 2010 19
1891 2674 19
3874 3845 19
3845 3916 10
856 2914 19
2914 633 8
2111 1359 19
1359 3937 0
584 2786 19
3833 2504 19
2856 2286 19
2697 2235 19
1249 3757 19
1068 1797 20
1797 3853 15
3819 3836 20
88 2269 20
3080 3880 20
3344 4086 20
4086 2676 6
2676 3953 6
2245 2244 20
2244 3582 15
282 2234 20
3172 1708 20
1708 1925 13
1925 1929 10
1929 1865 4
1865 1995 3
1929 3780 11
1995 3987 16
1929 1539 16
1171 3319 20
634 250 20
250 753 1
803 2871 20
1508 1504 20
1288 1264 20
1264 2516 15
2516 2033 13
2516 3372 16
3372 4028 0
585 2690 20
2690 1669 8
2690 181 8
181 1541 0
181 45 2
45 3896 12
181 2449 13
3341 2701 20
2701 1705 12
555 2524 20
2524 2962 17
1682 1713 20
1713 689 11
2612 3446 20
3848 1784 20
772 902 20
902 3973 13
890 3331 20
3331 3849 4
3331 1898 5
1898 1913 4
1898 4010 4
3331 2531 15
2531 1955 7
561 860 20
860 94 14
2422 3898 20
2152 2538 20
3006 2602 20
2602 2539 0
321 2095 20
3332 3462 20
5 2220 20
565 1269 20
420 695 20
2080 802 20
2159 2105 20
2621 2867 20
1194 2672 20
2672 700 13
1611 1642 20
1642 3963 19
2356 2997 20
1536 1700 20
1672 4056 20
4056 3576 14
2151 3299 20
3787 3793 20
1161 3469 20
317 378 20
378 3483 10
2585 2661 20
2661 629 17
629 765 5
388 461 20
461 2139 2
2139 390 4
390 2039 18
1003 787 20
787 861 7
1828 1317 20
2529 1309 20
1309 1372 9
1372 351 13
193 3680 20
3680 1896 15
994 471 20
1073 3567 20
3567 3055 7
3548 962 20
962 705 14
705 1989 12
3790 1565 20
52 3124 20
3124 3624 20
3124 1164 20
1164 1048 5
1164 1049 7
35 617 20
2120 2651 20
2651 3726 3
274 426 20
16 3252 20
580 106 20
106 3808 18
1280 3408 20
1745 677 20
677 557 0
557 3630 2
3630 2694 9
2694 2888 3
2888 3370 13
3370 3019 17
278 499 21
2003 508 21
3757 1965 21
1965 922 17
922 414 5
922 1503 13
1603 1265 21
1265 997 5
1297 1497 21
1497 3389 4
814 2453 21
4035 2386 21
1865 620 21
262 807 21
188 697 21
818 1785 21
2656 2321 21
2321 2337 4
350 93 21
1089 1385 21
1334 1304 21
1304 3273 1
1304 2193 7
2193 3470 6
2193 2544 15
2544 3410 3
3410 1366 6
1366 1876 5
1876 2904 19
902 2996 21
2996 2854 8
2161 1597 21
3583 2565 21
3906 2922 21
2539 493 21
493 1512 4
3168 3425 21
1685 3734 21
3130 570 21
570 1655 19
659 752 21
752 1786 2
169 175 21
2081 2313 21
2313 2936 14
2936 1211 0
1188 2721 21
2721 2924 10
2924 2989 21
2115 3395 21
3395 3291 16
931 979 21
1620 3605 21
1540 521 21
521 789 5
789 1301 6
2712 1493 21
1493 4054 18
1127 718 21
2486 1817 21
3516 1727 21
1048 1242 21
361 3453 21
2605 2607 21
641 2035 21
378 763 21
2328 3420 21
2092 284 21
1298 3154 21
3154 3671 16
3154 1086 17
3154 3524 19
1086 3120 20
3120 226 3
226 2287 10
1167 3789 21
2604 3110 21
3110 2087 1
2360 819 21
1602 2884 21
527 1803 21
1803 3689 10
3689 2686 18
3689 3597 20
1803 3913 21
3913 4059 15
1350 853 21
853 626 2
2771 2226 21
81 2098 21
2098 2110 1
2098 2451 3
2110 638 9
2110 2070 13
2098 2262 13
2262 484 6
913 3871 21
3214 2778 21
2778 1754 4
1032 3673 21
3673 2845 14
148 2498 21
2498 1518 18
2049 3628 21
656 3229 21
2120 1276 21
2433 3972 21
644 1420 21
1420 3500 11
2752 4036 22
4036 2836 0
2350 1887 22
2052 55 22
55 1861 1
1861 1579 12
1579 1577 7
2190 191 22
1424 1626 22
1626 1866 2
1233 1258 22
2796 3044 22
363 2505 22
1058 1313 22
26 1373 22
1290 3382 22
3236 3234 22
2422 2431 22
1898 3962 22
2854 2965 22
540 1628 22
257 263 22
1152 2364 22
2924 2061 22
3220 1116 22
1116 1895 13
664 766 22
766 2940 0
766 423 8
1340 3530 22
2303 2298 22
2392 2509 22
2066 15 22
15 143 12
15 844 13
2898 1879 22
2488 2214 22
2080 3852 22
1890 1459 22
1219 1763 22
4056 4025 22
338 429 22
2389 2677 22
3409 1812 22
3311 1023 22
243 3307 22
2433 3163 22
2015 4071 22
520 2912 22
16 2376 22
2376 2400 6
3908 3393 22
336 2468 22
2468 3253 8
2468 1266 10
66 1351 22
1351 3141 5
3141 3432 1
3090 1170 22
1025 2289 23
609 235 23
2828 1397 23
1397 893 10
1397 961 21
3047 3046 23
563 2891 23
2891 2985 4
14 3258 23
3258 3248 19
3248 2195 3
45 2617 23
137 297 23
409 314 23
1705 1976 23
3796 3794 23
722 1878 23
1878 3655 21
2480 2972 23
2269 115 23
115 479 18
1620 1844 23
1844 1948 17
2073 3766 23
1416 1454 23
163 1715 23
283 457 23
3221 2841 23
1692 1743 23
1743 1386 6
291 2465 23
2804 2929 23
2114 267 23
822 805 23
805 992 23
1029 1810 23
3520 1924 23
1924 4081 22
1420 444 23
444 2716 21
3628 3743 23
3528 937 23
236 1479 23
1479 1776 21
2086 3620 23
337 495 23
728 2640 23
178 246 23
246 2430 13
2430 2558 1
3427 1980 23
1172 1237 23
1237 1477 3
1207 3106 23
836 607 23
382 1382 23
1382 2019 15
4 2405 23
252 758 23
758 503 9
503 1533 6
758 174 12
2424 3377 24
1966 1070 24
1070 1801 13
270 2618 24
2618 3256 9
2569 2363 24
2363 3647 19
3360 4068 24
4068 3838 1
434 2294 24
2294 2236 21
2236 2223 11
1988 3724 24
2837 921 24
921 733 12
733 712 21
712 2859 24
966 911 24
2449 2973 24
165 2334 24
2206 3358 24
3729 2955 24
1064 4014 24
1703 679 24
370 1009 24
1009 953 2
953 3315 0
1009 2273 3
953 3000 24
448 832 24
3177 1117 24
1117 3036 9
3361 3626 24
1744 1618 24
2440 410 24
3105 3639 24
3639 3635 8
833 883 24
654 942 24
63 231 24
2990 899 24
3978 3980 24
3221 2901 24
695 1589 24
2985 3028 24
961 3651 24
3651 3667 10
3667 3589 2
3667 2675 21
3141 3416 24
3232 3594 24
766 3625 24
570 1582 24
1582 1951 18
1265 2801 24
3304 3259 24
3259 3242 9
1161 1169 24
261 1303 24
1303 3989 1
2384 3560 24
2604 1196 24
1563 1819 24
1819 2470 6
220 1112 24
1112 3568 1
3568 2489 1
1112 117 8
1966 1838 24
521 1928 24
2386 3542 24
2287 2237 24
2628 2512 24
2512 3534 1
2512 1360 8
1360 2502 0
2502 2253 8
384 3040 24
3040 492 11
492 1506 3
1506 477 16
672 3312 24
2441 2397 24
760 1767 24
1767 1225 14
6 1481 24
1749 3738 24
3857 3285 24
39 215 25
3953 1907 25
2085 311 25
311 1855 6
1177 3465 25
3448 1881 25
1881 78 22
441 1452 25
1795 1673 25
2260 3268 25
3656 3313 25
3313 3538 18
1503 1149 25
2083 1095 25
2377 3192 25
3192 3194 17
3194 3550 13
3550 2494 20
1683 2887 25
418 949 25
1109 2103 25
1979 3428 25
84 4089 25
2636 3788 25
2069 3981 25
3981 3859 20
1537 3207 25
3728 2331 25
117 737 25
737 3868 15
3868 3846 17
3869 2579 25
2392 2075 25
2075 3862 18
3862 2840 25
2840 2960 13
899 834 25
5 693 25
1170 1476 25
1137 2165 25
766 2302 25
2302 2546 17
1118 1294 25
1294 3694 22
1307 1490 25
1797 839 25
3601 2769 25
2535 1250 25
1250 1257 11
929 2979 25
18 3158 25
387 1747 25
3023 2550 25
2697 2473 25
2473 3045 11
1558 1884 25
2629 2741 25
2180 2135 25
2135 2134 10
2135 3254 22
2391 3380 26
3380 2300 18
2300 3435 7
1114 1934 26
3079 2611 26
2611 1083 1
2611 319 10
775 1415 26
663 3732 26
1 269 26
2071 2619 26
2666 730 26
730 702 4
2369 2393 26
3842 1863 26
42 1370 26
1370 3807 15
525 543 26
771 2755 26
2969 4027 26
2652 1150 26
2002 1940 26
1940 1908 20
2586 1758 26
3436 3439 26
1036 1815 26
1624 1845 26
994 946 26
946 3514 7
946 3634 24
3634 3506 7
3158 3825 26
2392 3454 26
3454 3578 12
2153 553 26
2179 2292 26
3300 2886 26
1633 2166 26
2626 3171 26
593 2726 26
2726 1760 22
420 636 26
636 2797 15
3409 3856 26
3856 3843 7
314 2462 26
3128 3450 26
279 2268 26
1269 2420 26
2448 1168 26
1168 3509 14
175 2699 26
2694 3974 26
3840 3540 26
378 2471 26
1372 3421 26
3421 1181 8
3421 2527 24
2501 2500 26
2500 1252 4
1252 1732 10
810 1871 26
2379 2399 26
2399 1017 21
4003 2591 26
1320 1483 26
2412 3021 26
3021 2317 2
1957 1517 26
3648 3893 26
3893 3936 19
3145 4033 27
1025 2001 27
3253 1324 27
1178 3274 27
3876 4000 27
4000 4041 17
3392 2514 27
201 1737 27
3117 2093 27
249 1203 27
3097 3083 27
464 784 27
784 859 4
1109 1399 27
1399 1495 9
2335 825 27
1017 1897 27
1067 3899 27
1036 1996 27
1996 1864 17
2077 3609 27
1278 1247 27
1247 377 23
3557 3543 27
3543 3537 23
2375 331 27
331 334 14
732 880 27
1253 2775 27
3719 3213 27
3213 3457 7
3457 1449 0
306 3024 27
1818 1355 27
3402 1850 27
1744 1773 27
1123 3815 27
1303 2367 27
897 727 27
420 481 27
481 488 0
488 2026 16
481 2497 27
1362 1111 27
1492 510 27
2505 1489 27
158 3228 27
3228 3210 9
3210 3971 26
3599 3595 27
2133 2518 27
1584 3939 27
3939 3777 19
342 3440 27
3440 1148 8
1148 1277 20
1148 1374 24
1374 3277 25
3277 3533 10
208 1206 27
1206 2742 2
1044 2998 28
2998 2606 9
2606 2830 21
2606 1998 21
1808 1361 28
612 736 28
2396 2620 28
1057 1197 28
1197 3294 1
3294 3322 28
1708 4009 28
594 1590 28
1590 1798 27
1350 1639 28
2824 393 28
356 1054 28
249 2280 28
2280 3816 14
3817 3433 28
1281 2977 28
2977 3497 2
3497 3411 7
3497 1321 19
1321 1505 27
1505 2031 27
2656 2685 28
3810 3698 28
3698 3608 23
3608 1241 19
3608 3598 21
1538 2570 28
160 2792 28
1666 1363 28
1363 1514 1
184 440 28
2188 2183 28
2183 2795 18
2795 1839 20
2490 2794 28
2794 2732 18
2323 3915 28
3915 3458 22
3458 2986 6
877 373 28
4010 3690 28
3690 3596 25
324 2508 28
2514 3505 28
3891 1870 28
831 3623 28
696 1880 28
2912 3010 28
43 2428 28
2428 2860 10
3394 3946 28
851 731 28
1343 2447 28
2845 2637 28
2321 308 28
1201 2455 28
1269 1175 28
1708 3340 28
3340 4065 18
4065 2017 2
3340 3844 20
501 886 28
3599 3607 28
3607 3111 27
3145 1353 28
2566 3126 28
3330 3342 28
409 915 28
958 2927 28
2909 2983 28
255 155 28
2072 3160 28
327 1478 28
2873 813 28
813 1393 22
3080 3265 29
1034 1272 29
296 826 29
3461 3237 29
3756 3310 29
2444 3885 29
3885 413 19
2680 623 29
3724 3716 29
4047 485 29
485 1912 4
3832 3031 29
3031 2000 12
2000 916 29
1058 1275 29
1275 3769 25
1675 1927 29
743 3015 29
642 1954 29
904 4063 29
4063 3293 1
2700 745 29
2330 3404 29
3404 3659 23
1632 1612 29
3144 3641 29
370 2365 29
1624 3818 29
699 687 29
1881 1997 29
2955 3786 29
1674 3199 29
560 2866 29
3106 1126 29
1126 1142 15
77 735 29
479 470 29
2892 3042 29
2947 1445 29
1445 3526 0
403 3303 29
3303 1395 14
2563 2709 29
1800 1414 29
3617 3190 29
2355 2359 29
193 905 29
2896 2784 29
2784 2724 23
2784 2928 28
2928 3960 3
4029 1384 29
1347 1886 29
1659 1777 29
2443 947 29
3432 3337 29
3337 1333 19
3337 3809 25
1235 3572 29
651 1677 30
3001 872 30
433 1516 30
1857 1889 30
1889 1869 14
2404 3949 30
3780 3284 30
3284 2132 16
2816 2108 30
2378 3468 30
2088 2671 30
2375 111 30
2633 2665 30
2063 2163 30
2704 3610 30
1041 4040 30
1384 1400 30
3293 1011 30
1011 1968 23
2700 3750 30
3750 2211 19
2211 3875 14
3875 3219 11
3219 3035 28
3885 3887 30
3887 3855 6
3855 3638 10
3598 1082 30
3454 3821 30
3282 3250 30
3250 1195 18
2691 2277 30
2277 2018 27
3812 3820 30
43 2411 30
236 3748 30
3748 2324 26
378 357 30
27 379 30
379 254 10
1938 442 30
1217 2157 30
2157 2543 1
2628 2599 30
2599 3429 0
3429 1022 11
1838 1790 30
2826 2842 30
2316 567 30
1665 1434 30
3264 3785 30
51 506 31
130 123 31
3037 3143 31
2817 2381 31
1860 611 31
611 1267 14
1024 1451 31
147 2803 31
2803 3822 12
2803 2547 18
1333 1315 31
1886 1693 31
1334 430 31
1970 2874 31
1272 1690 31
1870 330 31
1639 3267 31
3267 3779 18
3267 3335 22
3260 3135 31
993 1731 31
354 1901 31
3660 3615 31
1382 956 31
706 1358 31
1358 3038 23
2091 3127 31
501 1923 31
3968 3918 31
3918 2943 31
2943 3517 25
264 234 31
1928 1480 31
1480 1482 10
1480 473 28
2226 170 31
1140 3156 31
3156 2385 18
2196 2101 31
2185 2475 31
2475 3002 29
1621 1101 31
3681 1809 32
2308 2353 32
2306 2368 32
3944 3952 32
330 1378 32
9 1335 32
1335 2615 9
2615 1293 29
2842 3034 32
3572 4023 32
2802 1766 32
1766 1519 3
3869 1953 32
533 957 32
11 2479 32
3017 2491 32
2491 3507 22
3507 498 2
79 2270 32
2270 2515 1
2662 628 32
1111 3935 32
553 619 32
2076 3606 32
747 110 32
2066 2738 32
2738 2730 17
2297 3829 32
3016 2764 32
1140 1813 32
2121 2246 32
2199 183 32
3073 3131 33
688 431 33
961 599 33
1057 1299 33
1299 3699 7
1866 3418 33
2427 2649 33
2320 1392 33
436 932 33
3787 3733 33
611 976 33
1768 2988 33
2988 3773 21
3190 2276 33
3190 3830 33
736 935 33
2689 1987 33
1996 995 33
1425 948 33
2975 2703 33
2203 2857 33
1116 847 33
847 3951 5
2145 3297 33
2674 1848 33
2261 2715 33
1643 1531 33
3476 3764 33
3090 3679 33
31 925 33
925 415 1
925 3413 17
522 541 33
541 2844 20
2844 3933 0
1540 3415 34
696 1158 34
2628 3861 34
2320 3334 34
1578 3886 34
2499 3063 34
2516 4022 34
234 2155 34
1952 2745 34
2324 3798 34
3798 3806 18
1512 1182 34
160 2275 34
2275 4042 13
1798 1547 34
2591 2581 34
1168 1936 34
3380 4048 34
2863 3003 34
2641 3011 34
3028 3056 34
1588 1596 34
2705 3025 34
2478 4078 34
2352 3491 34
560 505 34
68 542 34
542 575 10
542 2894 18
2894 4058 9
3941 1854 34
3098 3930 34
873 875 34
1079 3384 35
3500 2534 35
2085 3531 35
8 2872 35
2260 3287 35
1053 3193 35
452 3060 35
2957 3215 35
681 1963 35
528 566 35
3468 3484 35
3484 3558 6
155 1475 35
1475 1984 32
2051 3683 35
3683 3721 25
275 930 35
930 3026 30
930 1962 33
1962 1566 34
664 1992 35
1099 1227 35
1117 3644 35
1551 1645 35
2716 399 35
3735 1702 35
226 838 35
1230 3884 35
626 1102 35
1165 3371 35
1890 1403 35
1403 757 3
304 3369 36
1289 1765 36
1765 2032 24
2032 2041 13
171 2670 36
1811 1417 36
2353 3381 36
3381 1406 15
1495 3799 36
2382 3983 36
185 2749 36
947 1914 36
2094 2870 36
2834 3611 36
3611 3931 13
2376 333 36
1372 1524 36
2501 3029 36
2221 3486 36
2557 3511 36
2472 3276 36
1770 1214 36
1214 1020 35
2698 2425 36
3582 1391 37
698 2810 37
930 630 37
722 2931 37
3011 475 37
734 3902 37
1766 3686 37
3615 3703 37
1195 3238 37
3238 3802 23
28 2200 37
3008 3022 37
1069 1725 37
876 366 37
1812 4084 37
3852 4008 37
894 242 37
2139 3403 37
2916 2956 37
2956 2445 0
1044 3157 37
3654 3866 38
3873 1444 38
329 1261 38
1261 1535 2
1261 1943 7
2874 622 38
3093 3333 38
3333 3447 4
3447 3441 32
528 1680 38
1680 1462 19
312 3378 38
1714 3754 38
1841 1528 38
1506 3492 38
3492 1460 26
1269 1526 38
1614 1894 38
2521 3295 38
128 1501 38
2233 2717 39
2717 2707 0
2717 3997 30
2717 2773 38
286 797 39
1865 1662 39
3464 3661 39
3884 3922 39
1193 889 39
889 1903 8
1903 1213 12
3228 3627 39
3841 2855 39
2855 1911 24
2611 3824 39
1829 1199 39
1685 1853 39
1786 586 39
586 2638 5
586 1630 10
2638 703 27
586 2798 33
3485 2744 39
633 3642 39
2929 1973 39
1300 2950 39
1442 2446 39
1464 761 39
3448 2168 40
3880 3700 40
2244 3189 40
3189 3637 5
3493 3181 40
2223 2351 40
2351 2327 35
295 3890 40
333 343 40
3861 3640 40
473 3438 40
825 1555 40
198 87 40
91 2655 40
670 973 40
1138 2291 40
1432 1567 40
3587 3049 40
3049 2915 37
2646 603 40
2400 2851 40
1700 1788 40
513 1617 40
1617 2780 4
2478 2282 40
3172 4085 41
400 2552 41
3464 1532 41
1532 1781 21
3718 1755 41
1417 2457 41
555 47 41
2844 989 41
2479 335 41
3570 1270 41
1174 914 41
1353 2025 41
2025 4011 9
2025 990 38
3609 2141 41
1370 1404 41
738 3782 41
670 862 41
862 846 39
805 3445 41
2360 3498 41
1112 1438 41
1438 1822 19
1822 3704 18
3628 3629 41
1337 1319 41
2436 2503 41
2745 665 42
234 683 42
2148 821 42
2128 3444 42
3444 3564 29
3740 1295 42
1295 3664 3
46 1263 42
462 707 42
585 1647 42
2817 2937 42
2453 3541 42
1281 1419 42
333 2777 42
362 3169 42
2843 2895 42
2895 1407 15
562 2038 42
18 1311 42
1518 4012 42
2100 3065 42
1330 1455 42
2282 2290 43
2404 3308 43
2112 369 43
369 496 5
2796 2542 43
1447 939 43
3472 1466 43
3918 4046 43
2804 3767 43
3137 1381 43
1737 1867 43
1544 3938 43
3840 3854 43
3854 3783 11
3854 2908 32
2010 2981 43
584 3052 43
376 502 43
1333 613 43
613 4087 14
210 2288 43
1360 2020 44
2032 2021 44
1063 1081 44
2484 3990 44
2232 3257 44
3433 4067 44
636 824 44
93 1657 44
874 428 44
428 3804 25
2563 2549 44
2549 437 20
2050 3343 44
3343 3359 27
1036 3571 44
1440 2477 44
1538 1906 45
3492 3556 45
192 756 45
2810 3263 45
2088 3292 45
1668 1806 45
3896 1964 45
1299 1331 45
1331 3379 27
1840 1834 45
2070 2332 45
773 463 45
2131 3407 45
2388 469 45
774 895 46
1452 1342 46
1342 478 18
1352 1468 46
1578 3622 46
1297 2481 46
2088 1956 46
3848 3883 46
3883 1899 3
1899 2024 21
2212 2222 46
3734 1950 46
3742 4074 46
1874 3670 46
560 2831 46
47 571 47
2208 2800 47
2800 2917 28
3832 1631 47
3522 4073 47
2546 2043 47
638 998 47
899 427 47
2091 1071 47
918 2964 47
2492 4001 47
2587 2903 47
3226 3102 47
896 2766 47
1077 3515 48
1516 1918 48
1889 3527 48
1417 3737 48
1056 1961 48
483 885 48
2702 3791 48
193 1139 48
1672 3482 48
1000 2028 48
600 3932 48
3932 4060 26
3380 500 49
500 954 34
736 1262 49
761 799 49
3500 3296 49
3072 3314 49
3703 3959 49
3081 2568 49
671 1437 49
3863 919 49
1284 1910 49
500 2036 49
1079 1327 49
748 1006 49
1006 850 11
2696 4013 50
4013 4093 32
1148 1005 50
1826 3928 50
893 879 50
1697 3985 50
776 443 50
400 190 50
190 2814 28
2083 3691 50
1645 1789 50
1693 3005 50
1410 451 50
451 1522 21
451 3555 41
3024 1010 50
2801 2295 50
2379 2827 50
685 3710 50
3710 3708 5
1008 2995 50
3320 3901 51
555 978 51
593 779 51
779 907 36
2075 2339 51
2066 2459 51
1745 1909 51
2804 2788 51
2843 2829 51
3161 2812 51
51 187 52
2631 1847 52
3215 924 52
924 3068 40
2353 3122 52
542 2982 52
519 795 52
2473 2493 52
3307 1131 52
3149 3678 52
3972 3988 52
787 2227 52
3118 3892 52
